UID	5m	10m	15m	20m	30m	40m	60m	80m
YOL125W	-0.94	-2.4	-2.74	-2.64	-2	-0.71	-0.54	-0.54
YOL126C	0.44	0.75	0.98	1.08	0.32	-0.22	0.43	-0.45
YOL127W	-0.38	-0.92	-2.12	-2.25	-1.69	-1.94	-0.94	-0.54
YOL128C	-0.81	-0.94	-0.86	-0.32	-0.81	-0.25	-0.09	0.1
YOL129W	0.01	0.97	1.2	0.6	0.52	0.92	-0.09	-0.42
YOL130W	-0.89	-2.18	-1.51	-1.47	-1.51	-1	-0.38	-0.27
YOL131W								
YOL132W	0.9			-0.86	-0.42			
YOL133W	0.2	0.8	0.62	0.29			0.04	0.16
YOL134C	0.55	0.73	0.43	0.67	0.34	-0.23	0.19	0.38
YOL135C	0.03	0.28	0.19	-0.09	0.01		0.4	0.04
YOL136C	0.43	-0.27	0.16	-0.12	-0.32	0.18	0.08	0.06
YOL137W	-0.69	-0.94	-0.58	-0.89	-0.71	0.24	-0.15	-0.34
YOL138C	0	0.28	-0.01	0.29	0.14		0.23	
YOL139C	-0.64	-1.36	-1.94	-2	-1.4	-1.12	-0.49	-0.36
YOL140W	-0.89	-2	-1.32	-1.47	-1.09	-0.36	0.21	0.48
YOL141W	-1.18	-1.56		-2.74	-2.12	-1.32	-1.18	-0.54
YOL142W	-1.06	-1.84	-1.36	-1.43	-1.6	-0.84	-0.58	-0.07
YOL143C	0.04	0.21	-0.15	-0.25	-0.43	-0.94	-0.38	-0.58
YOL144W	-1.43	-3.06	-2.94	-1.94	-2.18	-1.56	-0.67	-0.45
YOL145C	0.21	-0.6	-0.34	-0.12	0.03	-0.22	-0.45	0.16
YOL146W	-0.34	-0.69	-0.67	-0.47	-0.58	-0.38	0.31	0.28
YOL147C	-0.32	-0.6	-0.67	-0.97	-0.81	0.12	-0.15	-0.38
YOL148C	0.07	0	0.34	0.49	0.36	0.07	0.66	0.66
YOL149W	-0.47	-0.89	-1.6	-1.03	-0.54	-0.62	-0.22	0.3
YOL150C	0.93	1.44	1.05	0.76		0.2	-0.32	-0.34
YOL151W	0.98	1.45	1.27	0.77	0.71	0.53	-0.4	-0.23
YOL152W		-0.4	0.28	0.38	0.58		0.04	-0.17
YOL153C	1.9	2.92	3.95	2.78	3.19	2.32	0.88	1.07
YOL154W		0.36	0.01	0.19	-0.09		-0.01	0.24
YOL155C	0.48	1.01	2.62	2.32	2.23	2.48	0.38	0.14
YOL156W			0.21	0.42	0.39		0.12	
YOL157C	0.74		1.47	1.01	1.21	0.99	0.26	
YOL158C	-0.06	0.15	0.65	0.2	-0.62		-0.18	-0.07
YOL159C	0.24		0.74	0.18	0.59	0.92	0.63	0.19
YOL160W								
YOL161C	-0.17	0.25	0.01	-0.43	-0.27	0.25	-0.03	-0.25
YOL162W								
YOL163W			0.16					
YOL164W	-0.43	-1.25	-0.36	-0.42	-0.3	-0.12	-0.03	
YOL165C	-0.58	-0.27	-0.32	-0.4	-0.42		-0.27	-0.36
YOL166C			-0.84	-0.27	-0.4	-0.49	-0.34	
YOR001W	-1.22	-2	-2.47	-2.18	-1.79		-1	-0.84
YOR002W	-0.62	-1.25	-0.17	-0.14	-0.34	0.07	-0.17	-0.38
YOR003W	0.26		2.17	2.27	2.01		0.86	
YOR004W	-2.18	-4.64	-5.06	-3.64	-4.06	-2.32	-1.22	-1.22
YOR005C		1.16	0.83		0.98		0.25	
YOR006C	-0.84	-1.74	-1.6	-0.74	-0.86	-1	-0.06	0.21
YOR007C	0.4	0.59	0.78	0.85	1.04	0.64	0.83	0.94
YOR008C	0.43	0.23	0.86	0.93	0.42	0.01	0.3	0.2
YOR008C-A				0.14			-0.44	
YOR009W	0.56		-0.38	-0.54	-0.6		-0.56	
YOR010C	0.26	0.03	-0.38	-0.1	-1.06	-1	-1	-1.36
YOR011W	-0.09	-1.29	-1.03	-1.79	-0.84	-0.36	-0.86	
YOR012W	1.08		-0.45					
YOR013W		0.19	0.26	-0.1	-0.12	0.11	0	
YOR014W	-0.47	-0.89	0.34	0.2	-0.34	-0.4	-0.45	-0.54
YOR015W	-0.59	0.09	0.29	-0.16	-0.27	-0.06	-0.68	-0.81
YOR016C	-0.92	-0.45	0.96		-0.18	-0.15	-0.6	-3.06
YOR017W	-0.27	-0.18	-0.03	-0.12	-0.1	-0.15	-0.06	
YOR018W	0.56	0.38	1.41	1.41	0.86		0.24	-0.07
YOR019W		1.83		1.76	2.04		0.56	
YOR020C	1.44	2.28	2.15	2.48	2.34	1.81	1.87	2.06
YOR021C	-0.84	-1.79	-2.64	-2.25	-2	-1.79	-1.03	-0.76
YOR022C	0.07	-0.49	0.67	0.57	0.89			
YOR023C	0.08	0.38	0.62	0.6	0.51	0.21	0	
YOR024W		-1.4		-0.22				
YOR025W	-0.09	0.04	-0.2	-0.3	-0.6	-0.64	-0.45	
YOR026W	-0.12	-1.25	-0.6	-0.79	-0.89	-1	0.21	-0.23
YOR027W	1.89	2.31	3.13	3.09	2.63	1.71	2.06	1.69
YOR028C	3.75	2.44	2.09	1.92	1.41	-0.38	0	-0.79
YOR029W			-0.62				-0.49	
YOR030W		-1.56		0.66	-0.09			0.19
YOR031W		0.49						
YOR032C		0.16		1.29				0.19
YOR033C		0.86						
YOR034C	-0.2	-0.92	-0.18	-0.29	-0.6	-0.49	0.11	0.03
YOR035C	0.07	0.21	0.92	0.49	0.63	0.5	0.15	
YOR036W	0.62	0.64	0.83	0.74	0.88	-0.2	0.52	0.32
YOR037W	-0.22	0.58	0.57	0.1	0.7	0.29	0.16	
YOR038C	-0.01	-0.76	-0.76	-0.51	-0.58	-0.89	-0.23	-0.22
YOR039W	-0.81	-0.38	-0.49	-0.79	-0.54	-0.58	-0.69	
YOR040W	-0.06	0.45	0.99	0.73	1.47	0.24	0.54	0.52
YOR041C	0.15	0.65	1.17	1.03	1.2	0.78	0.18	
YOR042W	0.26	0.86	1.16	1.41	1.17	0.4	0.44	0.29
YOR043W	-0.64	-0.25	0.01	-0.56	-0.56	-0.43	-0.67	
YOR044W		0.49	-0.27	0.2	0.12	-0.76	0.07	-0.15
YOR045W	-0.89	-0.07	-0.47	-0.84	-0.74	-0.32	-0.76	
YOR046C	-0.09	-0.76	-0.84	-0.4	-0.56	-0.47	0.46	0.38
YOR047C	-0.03	-1.12	-1.06	-0.92	-0.81	-0.6	-0.32	-0.23
YOR048C	-0.6	-3.06	-2		-1.32	-1.06		
YOR049C	2.38	1.52	0.96	0.14	0.3	-0.22	0.03	0.68
YOR050C			-0.45	-0.47				
YOR051C	-0.36	-1.51	-2.12	-2.06	-1.56	-1.36	-0.69	-0.34
YOR052C	2.39	2.97	2.73	3.09	2.52	1.44	1.78	1.9
YOR053W	0.6	1.06	0.86	0.62	0.51	0.18	0.19	0.08
YOR054C	0.72	1.24	1.43	1.63	1.26	0.54	0.96	0.61
YOR055W	1.21	0.74	1.63	1.28	1.13	0.57	0.38	0.57
YOR056C	-1.84	-2.4	-3.47	-2.84	-2.74	-2.18	-0.45	-0.3
YOR057W	-0.1	0	0.01	-0.03	0.23	0.67	0.19	0.58
YOR058C	-0.28	-0.54	-0.44	-0.73	-0.81	-0.79	-0.43	0.15
YOR059C	-0.17	0.87	0.77	0.32	0.75	0.69	0.45	
YOR060C	-0.06	-0.12	-0.06	0.01	-0.09	-0.45	0.08	0.15
YOR061W	-0.74	-0.27	-0.47	-0.64	-0.32	0.45	-0.36	
YOR062C	1.13	0.88	0.38	-0.3	1.07	-0.2	0.1	0.12
YOR063W	-0.42	-0.58	-1.51	-2.56	-2	-1.09	-0.84	-0.89
YOR064C	-0.23	-0.27	-0.34	-0.32	-0.51	-0.43	0	0.31
YOR065W	0.79	2.19	2.21	1.63	1.66	1.41	0.55	0.42
YOR066W	-0.71	-0.71	-0.34	-0.36	-0.56		-0.25	-0.47
YOR067C	-0.62	-0.6	-0.64	-1.29	-0.74	0.08	-0.49	-0.76
YOR068C	0.38	0.16	0.14	0.11			0.04	0.1
YOR069W	0.03	0.44	0.51	0.03		0.21	0.11	0.26
YOR070C	0.16	0.25	0.53	0.48		-0.04	0.18	0.2
YOR071C	-0.23	-0.54	-0.07	-0.34	-0.27	0.52	0.14	0.33
YOR072W	-0.47	-0.56	-0.67		-0.76		-0.1	
YOR073W	0.32	0.08	-0.71	-0.67	-0.58	-0.45	0.06	0.41
YOR074C	0.01	-0.29	-0.49	-0.54	-0.58	-0.56	0.55	-0.01
YOR075W	0.39	0.82	-0.23	0.04	0.24	0.16	0.23	0.61
YOR076C	0.06	-0.07	0.2	0.41	0.19	-0.2	0.28	0.31
YOR077W		0.06	-0.43	0.01	0.08		-0.03	0.25
YOR078W	-1.79	-2.18	-2.64	-1.6	-1.69	-1.32	-0.2	0.36
YOR079C	-0.69	0.44	-0.43	-0.97	-0.97		-0.84	-0.71
YOR080W	-0.54	-0.79	-0.94	-0.54	-0.79	-1	-0.2	-0.18
YOR081C	0.58	0.32	0.75	0.46	0.19		0.49	0.51
YOR082C			0.21				-0.1	
YOR083W	0.55		0.58	0.16	0.1	0.43	0.33	0.06
YOR084W	0.55	0.95	0.64		-0.01		0.19	
YOR085W	-0.71	-0.29	-0.12	-0.79	-0.58	0.1	-0.32	-0.81
YOR086C	0.06	-0.51	0.47	0.44	0.3		-0.32	-0.43
YOR087W	-0.18	0	0.49	-0.12	0.16	0.37	-0.01	-0.49
YOR088W	0.04	0.36	0.69	0.57	0.31			-0.18
YOR089C	-0.07	0.5	0.37	0.38	0.72	0.34	0.54	0.39
YOR090C	-0.09	-0.12	0.49	0.63	0.48		-0.09	0.3
YOR091W	-0.97	-2.56	-3.18	-2.74	-1.25	-0.58	0.26	0.25
YOR092W	0.12	0.51	0.83	0.78	0.37		0.2	0.15
YOR093C		0.54				-0.07	0.15	
YOR094W	-0.71	-0.86	-0.94	-0.32	-0.43	-0.34	0.18	0.41
YOR095C	-1.12	-3.06	-4.64	-4.32	-3.84	-2.47	-1.56	-1.12
YOR096W	-0.47	-1.64	-2.47	-2.12	-2.12	-1.69	-0.71	-0.38
YOR097C	0.07	0.87	0.88	0.9	0.93	0.36	0.12	
YOR098C	-0.86	-2.18	-1.43	-0.76	-1	-0.74	0.04	0.03
YOR099W	-0.43	-0.74	-0.6	-0.86	-0.76	-0.51	-0.27	-0.47
YOR100C		2.13	2.44	1.87	1.91	1.07	0.78	
YOR101W	-1.09	-2.18	-2.12	-2.18	-1.79	-1.69	-1.09	-0.81
YOR102W	-0.64	-0.76	-0.86	-0.47	-1.03	-0.45	-0.42	-0.38
YOR103C	-0.6	-0.1	-0.27	-0.76	-0.76	-0.64	-0.69	-0.56
YOR104W	-1.25	-0.62	-0.69	-0.29	-0.56	-0.51	-0.22	-0.23
YOR105W	-0.45	-0.09	-0.2	-0.38	-0.34		-0.49	
YOR106W	-0.15	-0.97	-1.06	-0.45	-0.49	-0.86	-0.34	0.08
YOR107W			-0.36					
YOR108W	-0.81	-2.25	-1.94	-1.69	-1.6	-1.03	-0.69	-0.49
YOR109W	0.07	-0.25	0.69	0.19	0.49	0.51	-0.22	
YOR110W	0.07	-0.07	0.49	0.46	0.43			
YOR111W	-0.42	0.36	0	0.1	0.19	0.2	-0.34	-0.27
YOR112W	0	-0.43	0.04	0.26	0.3	0.23	0	
YOR113W	0.86	0.55	1.1		1.09	0.9	0.29	
YOR114W	0.29	0.18	-0.36		-0.45		0.16	-0.36
YOR115C	-0.51	0.01	-0.71	0.21	-0.01	-0.23	0.2	
YOR116C	-0.69	-2.13	-0.46	-1.08	-1.4	-0.49	-0.68	-1.43
YOR117W	-0.64	-0.07	0.46	0.07	0.39	0.16	-0.51	
YOR118W	-0.64	-1.6	-0.51	-0.42	-0.32	-0.71	0	-0.4
YOR119C	-1.25	-1.43	-1.4	-1.09	-1.29	-1.36	-0.84	-0.94
YOR120W	0.89	2.22	3.41	3.5	3.23	2.28	1.12	0.97
YOR121C	0.23	1.94	2	2.4	2.22	0.9	0	-0.38
YOR122C	-0.14	0.19	0.7	0.64	0.5	0.04	0.08	-0.03
YOR123C	0.19	-0.27	-0.69	-0.17	0.14	-0.84	0.11	0.16
YOR124C	0.22	-0.01	0.99	1.15	1.11	0.99	0.65	0.67
YOR125C	0.21	0.51	0.64		0.7	-0.09	0.14	-0.17
YOR126C	0.2	-0.25	0.19	-0.01	0.11	0.06	-0.09	-0.4
YOR127W	-0.25	-1.09	-0.64	-0.84	-0.74		-0.89	
YOR128C	0.16	-0.27		1.21	1.7	1.41	0.93	0.55
YOR129C	0.36	0.21	-0.89					
YOR130C	0.28	0.45	-0.14	0.1	0.11	-0.12	0.2	0.12
YOR131C	-0.42	0.34	0.26	0.11	0.23	-0.14	-0.18	
YOR132W	0.32	0.42	0.93	0.96	0.6	-0.06	0.07	-0.01
YOR133W	-0.81	-1.74	-1.43	-2.06	-2	-0.92	-0.97	
YOR134W		2.08	3.59	3.13	3.61			
YOR135C	0.67	1.36	2.23	2	2.28	1.79	0.59	
YOR136W	1.12	1.87	2.55	2.74	2.69	1.82	1.04	0.82
YOR137C	0.3	1.29	1.61	0.86	1.02	1.04	0	
YOR138C	0.01	-0.29	0.38	0.54	0.5	-0.09	0.25	-0.03
YOR139C	-1.29	-0.76	-0.14	-0.84	-0.6	-0.29	-0.64	
YOR140W	-1.18	-1.64	-0.84	-0.71	-0.69	-0.23	-0.29	-0.6
YOR141C	-0.51	-0.69	0.8	-0.01	0.18	0.36	-0.01	
YOR142W	-0.07	0.23	0.82	1.02	0.34	0.41	0.1	-0.18
YOR143C	-0.38	-0.84	-1.12	-0.74	-0.79	-0.67	-0.01	0.31
YOR144C	-0.56	-0.84	-0.51	-0.38	-0.42	-0.04	0.55	0.68
YOR145C	-2.06	-3.47	-4.06	-3.84	-3.18	-1.94	-0.64	-0.29
YOR146W	-1.89	-2.84	-3.47	-2.74	-2.56	-1.22	-0.43	-0.56
YOR147W	-0.22	-0.06	-0.04	0	-0.1		-0.2	-0.01
YOR148C	0.1	-0.32	-0.4	0.06	0.37	-0.04	0.53	
YOR149C	-0.92	-1.4	-0.92	-1.15	-1.25	-0.49	-0.58	-0.64
YOR150W	-0.3	0.15	0.24	0.52	0.33	0.28	0.43	
YOR151C	-0.3	-1.09	-0.45	-0.22	-0.29	-0.17	0.12	-0.06
YOR152C								
YOR153W	0.72	-1.12	0.33	0.12	0	0.39	0.29	0.4
YOR154W	-1.15	-1.6	-1.4	-0.74	-1.09	-0.79	-0.01	-0.18
YOR155C	0.12	1.2	1.66	1.33	1.09	1.03	0.06	0.07
YOR156C	-0.06	0.01	0.12	0.21	0.03	-0.18	0.38	0.07
YOR157C	-0.15	0.53	0.61	0.36	0.25	0.38	-0.2	-0.2
YOR158W	-0.47	-0.04	0.23	0.7	0.54	-0.2	0.36	0.2
YOR159C	-0.4	-0.09	-0.64	-0.6	-0.47	-0.45	-0.62	-0.18
YOR160W	0.03	-0.42	0.38	0.45	0.15	0.1	0.29	0.2
YOR161C	1.82	3.07	3.8	3.05	2.53	2.28	0.11	0.67
YOR162C	0.52	-0.1	0.67	0.71	0.46	0.1	0.39	0.39
YOR163W	-0.15	0.54	0.39	0.23	0.38	0.41	-0.27	0.16
YOR164C	0.07	-0.01	0.04	0.1	-0.3	-0.69	0.23	0.24
YOR165W	-0.74	-1.12	-0.6	-0.92	-0.69	-0.32	-0.62	-0.47
YOR166C	-0.76	-1.51	-0.79	-0.25	-0.09	-0.51	-0.03	-0.01
YOR167C	-0.17	-0.3	-1.36	-1.94	-1.89	-2.25	-0.81	-0.76
YOR168W	-0.34	-2	-1.43	-1.03	-0.89	-0.79	-0.34	-0.42
YOR169C	-0.15	-0.71	-1.29	-1.15	-0.89	-1.06	-0.4	-0.22
YOR170W	0.01	-0.18	-0.23		-0.01	-0.34	-0.3	-0.62
YOR171C	-0.2	-0.34	-0.03	0.18	0	-0.45	-0.22	0.03
YOR172W	-0.76	-0.43	0.07	-0.29	0.1	0.4	-0.36	
YOR173W	2.47	4.76	5.68	5.51	5.58	0.24		
YOR174W	-1.4	-0.76	-1.09	-1.25	-0.74	-1.09	-0.38	
YOR175C	-0.49	-0.74	-1	-1.15	-1.51	-1.18	-0.67	-0.47
YOR176W	0.32	0.12		1.01	0.64	0.23	-0.25	
YOR177C						0.28		
YOR178C	1.94	2.26	3.01	2.58	1.6		0.24	0.51
YOR179C	0.2	0.16	-0.22	0.06	-0.12	-0.1	0.03	0.63
YOR180C		-0.15	0		-0.22		-0.17	
YOR181W	1.08	0.91	1.7	1.3	1.2	1.21	0.08	0.16
YOR182C	-0.51	-1.03	-1.94	-1.4	-1.36	-1.69	-0.67	-0.25
YOR183W								
YOR184W	-0.2	-0.64	-0.51	-0.22	-0.07	0.32	-0.01	-0.2
YOR185C	0.77	1.74	2.33	1.79	2.36	1.85	0.73	0.41
YOR186W							-0.4	
YOR187W	-0.06	0.45	1.18	0.8	0.96	1.03	-0.15	-0.07
YOR188W	-0.92	-2.06	-1.64	-1.22	-1.22	-0.64	-0.09	0.2
YOR189W	-0.36	0.01	-0.45	-0.22	0.04	-0.42	-0.1	0.03
YOR190W			-0.18	-0.34	-0.17		-0.15	
YOR191W		0.03	-0.74				0.53	
YOR192C	-0.45	-1.4	-0.49	-0.56	-0.54	0.29	-0.03	
YOR193W	0.2	0.28	-0.22	0.29	0.14	-0.04	0.41	0.62
YOR194C	-0.14	-0.69	-0.6	0.41	0.32	-0.18	0.14	
YOR195W	-0.47	-0.6	-1.18	-0.62	-0.71	-0.36	0.33	0.23
YOR196C	-0.69	-1.29	-1.15	-0.62		-0.69	-0.43	
YOR197W	-0.06	-0.23	0.01	-0.03	-0.1	-0.3	0.15	-0.06
YOR198C	-0.32	-1.36	-0.79	-0.29	-0.45	-0.36	0.03	
YOR199W	-0.3	0.74	-0.86	-0.92	-0.56	-0.43	-0.29	-0.71
YOR200W	-0.23	-1.03	-0.76	-0.22	-0.22	-0.14	-0.1	
YOR201C	-0.67	-0.76	-0.47	-0.3	-0.09	-0.45	0	0.01
YOR202W	-0.1	-0.67	-0.69	-0.43	-0.22	-0.14	0.23	0.01
YOR203W	-0.49	-0.58	-1.18	-1.06	-0.74	0.06	-0.42	-0.71
YOR204W	-0.94	-2.18	-1.22	-1.03	-1.15	-1.03	-0.71	-0.51
YOR205C	-0.86	-1.22	-0.94	-0.97	-0.51	-0.09	-0.25	-0.2
YOR206W	-1.64	-3.84	-5.64	-3.84	-3.47	-2.18	-0.76	-0.56
YOR207C	-0.47	-2.25	-2.25	-2.32	-1.56	-0.92	-0.3	-0.51
YOR208W	-0.1	0.01	1.04	1.06	0.85	0.41	0.32	0.42
YOR209C	-0.49	-0.79	-0.74	-1.12	-0.76	-0.6	-0.56	-0.71
YOR210W	-0.34	-1.29	-1.94	-1.22	-1.09	-1.18	-0.15	0
YOR211C	0.08	-0.68	-0.67	-1.4	-0.09	-0.94	-1.32	-1.36
YOR212W	-1.25	-1.79	-1.32	-0.92	-0.97	-1	-0.58	-0.58
YOR213C	-1.47	-0.97	-1.32	-1.89	-1.25	-1.09	-1.12	-0.92
YOR214C					-0.94			
YOR215C	0.07	0.71	0.96	1.43	1.43	-0.22	0.3	0.15
YOR216C	-0.09	-1.18	-0.64		0.04	-0.25	0.52	
YOR217W	-0.42	-0.92	-0.49	-0.62	-0.62	-0.67	-0.51	-0.4
YOR218C	-0.36	-0.76	-0.4		-0.54	-0.34	0.01	
YOR219C	0.49	-0.17	0.38		-0.01	-0.27	-0.07	-0.49
YOR220W	1.7	1.99	2.47	2.51	2.3			
YOR221C	-0.34	0.1	0.62	0.18	0.15	-0.11	-0.11	-0.14
YOR222W	-0.74	-2.12	-1.64	-1.84	-1.6	-1.51	-0.56	
YOR223W			0.98	0.67			0.26	
YOR224C	-0.84	-2	-2.06	-1.89	-1.6	-1.25	-0.6	
YOR225W			-0.76		-0.64		-0.17	
YOR226C	-0.2	-0.42	-0.79	-0.3	-0.67	-0.34	0.06	0.04
YOR227W	0.4	0.06			0.85	0.71	0.03	0.12
YOR228C	0.26	0.89	1.18		0.58	-0.01	-0.12	-0.27
YOR229W	-0.74	-1.18	-1.47	-1.51	-1.22	-0.97	-0.79	-0.51
YOR230W	0.79	1.05	1.38	1.64	1.22	0.89	0.93	0.99
YOR231W	-0.32	-0.74	-0.18	-0.27	0	0.18	-0.1	-0.15
YOR232W	-1.06	-1.43	-1.4	-0.76	-0.6	-1.03	-0.47	-0.23
YOR233W	-1.03	-0.81	-1.56	-1.47	-0.67	-1.06	-0.18	-0.17
YOR234C	-1.12	-1.89	-2.18		-1.43	-1.64	-0.74	-0.38
YOR235W								
YOR236W	-1.06	-1.69	-1.32					
YOR237W	-1.32	0.04	-2	-1.15	-1.12	-0.51	0.03	-0.51
YOR238W	0.03	-0.4	-0.25	0.11	0.26	0.23	0.77	0.8
YOR239W	-0.3	-0.51	-0.81	-0.86	-0.81	-0.76	-0.14	-0.29
YOR240W	-0.34	-0.76	-0.86	-0.56	-0.69	-0.34	0.26	0.04
YOR241W	-0.27	-0.51	-0.49	-0.4	-0.34	1.75	0.06	0.15
YOR242C		-0.79	-1.56	-0.54	-0.34	-0.38	0.23	0.28
YOR243C	-1.47	-3.64	-3.84	-3.32	-3.06	-2.32	-1.51	-1.22
YOR244W	0.18	-0.07	0.07	0.63	0.36	0.14	0.39	0.41
YOR245C	0.23	0.48	0.9	0.73	0.34	0.58	0.18	0.16
YOR246C	-0.62	-1.12	-1.25	-1	-1.4	-0.81	0.25	-0.32
YOR247W	-0.47	-0.62	-0.89	-1.4	-1.79	-1.09	-0.56	-0.81
YOR248W	-0.6	-0.79	-1.18	-1.18	-1.6	-1.22	-0.38	-0.81
YOR249C	0.12	0.07	0.2		0.14	-0.15	-0.1	0.14
YOR250C	-0.01	0.4	0.34	0.18	-0.06	-0.36	-0.03	-0.09
YOR251C	-0.47	-0.58	-0.76	-1.12	-1.15	-0.51	-0.84	-0.67
YOR252W	-1.18	-1.74	-2.56	-1.89	-1.74	-0.89	-0.6	-0.06
YOR253W	-0.45	-0.42	-1.03	-1.25	-0.97	-0.6	-0.58	-0.23
YOR254C	-0.38	-1.09	-0.97	-0.92	-1.15	-0.69	-0.2	-0.4
YOR255W								
YOR256C	0.31	0.1	0.65	0.44	0.03	0.33	0.33	0.23
YOR257W	0.32	0.61	0.18	0.18	0.69	-0.07	0.12	0.45
YOR258W	0.25		-0.03	0.07				0.19
YOR259C	-0.17	0.2	0.58	0.48	0.68	0.65	0.44	0.3
YOR260W	-0.86	-1.79	-1.29	-1.15	-1.09	-0.89	-0.25	-0.07
YOR261C	-0.23	0.32	0.12	0.14	0.52	0.12	0.07	0.14
YOR262W	-1.43	-2.32		-1.74	-1.47	-1.12	-0.92	-0.94
YOR263C	0.08	-0.3	0.25	0.24	0.03	-0.34	0	
YOR264W	-0.4	-0.67		0.62	0.15	-0.27	0.21	-0.18
YOR265W	0.15	0.3	-0.42	-0.12	0.12	-0.34	0.41	0.77
YOR266W	-0.62	-0.94	-0.32	-0.22	-0.2		-0.54	0.18
YOR267C	2.04	1.66	2.09	1.69	1.19	0.72	0.55	0.46
YOR268C					0.06			
YOR269W	-0.38	-0.57	-1.05	-1.12	-1.17	-0.51	-0.92	-0.77
YOR270C	-0.14	-1.15			-0.49	-0.2	-0.64	-0.4
YOR271C	-0.1	-0.69	-1.4	-1.43	-1.32		-0.22	-0.36
YOR272W	-0.79	-3.06		-3.64	-3.06	-2.12	-1.12	-0.81
YOR273C	3.71	3.04	3.58	3.07	2.5	1.3	0.87	1.37
YOR274W	-0.67	-1.09	-1.43	-0.89	-0.84	-0.43	0	0.24
YOR275C	-0.06	-0.04	0.7	0.34	0.51	0.26	0.01	0.31
YOR276W	-0.42	-0.97	-1.94	-1.64	-1.84	-1.6	-0.89	-0.36
YOR277C	-0.34	-0.69	-1.89	-2.06	-1.74	-1.6	-1.09	-0.62
YOR278W	-0.3	-0.07	-0.43	-0.12	-0.12	-0.07	-0.12	-0.04
YOR279C	0.21		-0.38		0.58	-0.34		0.43
YOR280C	-0.15	0.15	-0.1	0.14	0.19	-0.18	0.76	0.2
YOR281C	-0.18	-0.71	-1.18	-0.81	-0.32	-0.67	-0.47	0
YOR282W		-0.3	-1.25	-0.71	-0.69	-0.54	-0.43	0.03
YOR283W	-0.69	-0.62	-1.22	-0.97	-0.64	-0.42	-0.22	0.28
YOR284W		-0.03	-0.47	-0.38	-0.34		0.36	0.45
YOR285W	0.43	1.74	2.05	1.76	2.14	2.18	0.75	0.72
YOR286W	-0.32	-0.56	-0.23	0.28		0.15	0.08	
YOR287C	-1.15	-2.12	-4.06	-2.18	-1.79	-2.18	-0.32	0.5
YOR288C	0.7	0.96	1.58	1.76	1.52	1.1	1.02	0.63
YOR289W		2.5	3.02	3.04	3.09	2.01	1.14	1.11
YOR290C	0.01	-0.94	-0.06		0.29		0.16	0.03
YOR291W		-0.23	0.58	0.06		0.6	-0.17	-0.48
YOR292C	0.63	1.02	1.66	1.32	1.11	0.8	0.51	-0.04
YOR293W	-0.36	-1.18	-2.47	-2.47	-1.84	-1.84	-0.89	-0.6
YOR294W	-2.56	-4.32	-4.64	-3.84	-3.47	-2.4	-1.15	-0.81
YOR295W	-0.64	-0.43	-2.74		-1.12		-0.32	
YOR296W	-0.76	-2.06	-0.3	0.12	-1.18	0.03	0.18	-0.23
YOR297C	-0.42	-0.58	-0.4	-0.74	-0.69	-0.6	-0.49	-0.54
YOR298W	-0.29	-1.09	-1.29	-0.51	-1.56	-0.36	-0.54	-0.71
YOR299W	-0.01	-0.07	0.33	0.12	0.06	0.12	-0.14	-0.15
YOR300W	-0.18	0.19	0.06	0.25	-0.23	-0.38	-0.15	-0.3
YOR301W	-0.62	-0.74	-0.18	-0.76	-0.51	0.06	-0.4	-0.23
YOR302W		0.76	0.55	0.25	0.28	0.08	0.31	0.31
YOR303W	0.1	0.44	0.68	0.24	0.52	0.97	0.41	0.58
YOR304C-A								
YOR304W	-0.23	-0.4	-0.25	-0.14	-0.32	-0.32	-0.06	0.12
YOR305W	-0.36	-0.4	-0.89	-0.97	-0.15	-0.2	0.19	0.4
YOR306C	-0.4	-1.22	-1.4	-0.94	-1.25	-0.69	0.06	-0.1
YOR307C	-0.34	-0.45	0.16	-0.54	-0.1	0.06	0.04	0.01
YOR308C	-0.6	-0.56	-0.76	-0.3	-0.42	-0.67	0.08	0.06
YOR309C	-1.4	-4.32	-5.06	-4.32	-3.18	-1.94	-1.47	-1.69
YOR310C	-1.36	-5.06	-5.06	-4.32	-3.32	-2.25	-1.15	
YOR311C	-0.23	-0.29	-0.42	-0.58	-0.71	-0.97	-0.36	
YOR312C	-0.6	-2.06	-2.64	-2.64	-1.6	-1.89	-0.64	
YOR313C			-6.64		-2		-0.56	
YOR314W		-0.04	-0.74		-1.64		-0.29	
YOR315W	-1.03	-2.18	-2.56	-2.64	-2.06	-1.47	-1.12	
YOR316C	0.58	0.06	0.82	0.58	0.5	0.18	0.26	
YOR317W	2.05	2.39	3.69	3.59	3.11	1.89	1.3	
YOR318C			-0.2		-0.74		0.06	
YOR319W	-0.45	-0.22	-0.67	-0.74	-0.32	-0.43	0.1	
YOR320C	-0.49	-1.22	-0.69	-0.69	-0.34	-0.45	0.16	-0.27
YOR321W	-0.23	-0.4	0.14	-0.2	-0.12	-0.12	0.07	
YOR322C	-0.94	-1.25	-0.6					
YOR323C	-0.36	-0.17	-0.27	-0.22	-0.18	-0.04	0.1	0.04
YOR324C	-0.74	-1.6	-1.12					
YOR325W	-1.12	-0.42	-1.09	-1.6	-1	-0.4	-1.09	-0.64
YOR326W	-0.22	-1.15	-0.56					
YOR327C	0.15	0.6	0.11	0.33	0.58	-0.1	0.25	
YOR328W	-0.23	-0.92	-0.09					
